"","id","baboons.3-6","baboons.6-9","baboons.birth-3","baboons.gest","baboons.peri.concpt","banded.mongoose.3-6","banded.mongoose.6-9","banded.mongoose.birth-3","banded.mongoose.gest","banded.mongoose.peri.concpt","bb.jackal.3-6","bb.jackal.6-9","bb.jackal.birth-3","bb.jackal.gest","bb.jackal.peri.concpt","be.fox.3-6","be.fox.6-9","be.fox.birth-3","be.fox.gest","be.fox.peri.concpt","buffalo.3-6","buffalo.6-9","buffalo.birth-3","buffalo.gest","buffalo.peri.concpt","bushbuck.3-6","bushbuck.6-9","bushbuck.birth-3","bushbuck.gest","bushbuck.peri.concpt","cattle.3-6","cattle.6-9","cattle.birth-3","cattle.gest","cattle.peri.concpt","cheetah.3-6","cheetah.6-9","cheetah.birth-3","cheetah.gest","cheetah.peri.concpt","eland.3-6","eland.6-9","eland.birth-3","eland.gest","eland.peri.concpt","elephant.3-6","elephant.6-9","elephant.birth-3","elephant.gest","elephant.peri.concpt","giraffe.3-6","giraffe.6-9","giraffe.birth-3","giraffe.gest","giraffe.peri.concpt","gnu.3-6","gnu.6-9","gnu.birth-3","gnu.gest","gnu.peri.concpt","gnu.zebra.3-6","gnu.zebra.6-9","gnu.zebra.birth-3","gnu.zebra.gest","gnu.zebra.peri.concpt","grants.3-6","grants.6-9","grants.birth-3","grants.gest","grants.peri.concpt","hartebeast.3-6","hartebeast.6-9","hartebeast.birth-3","hartebeast.gest","hartebeast.peri.concpt","hippo.3-6","hippo.6-9","hippo.birth-3","hippo.gest","hippo.peri.concpt","impala.3-6","impala.6-9","impala.birth-3","impala.gest","impala.peri.concpt","lion.3-6","lion.6-9","lion.birth-3","lion.gest","lion.peri.concpt","oribi.3-6","oribi.6-9","oribi.birth-3","oribi.gest","oribi.peri.concpt","ostrich.3-6","ostrich.6-9","ostrich.birth-3","ostrich.gest","ostrich.peri.concpt","other.3-6","other.6-9","other.birth-3","other.gest","other.peri.concpt","reedbuck.3-6","reedbuck.6-9","reedbuck.birth-3","reedbuck.gest","reedbuck.peri.concpt","shoats.3-6","shoats.6-9","shoats.birth-3","shoats.gest","shoats.peri.concpt","slender.mongoose.3-6","slender.mongoose.6-9","slender.mongoose.birth-3","slender.mongoose.gest","slender.mongoose.peri.concpt","spotted.hyena.3-6","spotted.hyena.6-9","spotted.hyena.birth-3","spotted.hyena.gest","spotted.hyena.peri.concpt","ss.jackal.3-6","ss.jackal.6-9","ss.jackal.birth-3","ss.jackal.gest","ss.jackal.peri.concpt","thom.topi.3-6","thom.topi.6-9","thom.topi.birth-3","thom.topi.gest","thom.topi.peri.concpt","thomsons.3-6","thomsons.6-9","thomsons.birth-3","thomsons.gest","thomsons.peri.concpt","topi.3-6","topi.6-9","topi.birth-3","topi.gest","topi.peri.concpt","total.3-6","total.6-9","total.birth-3","total.gest","total.peri.concpt","warthog.3-6","warthog.6-9","warthog.birth-3","warthog.gest","warthog.peri.concpt","waterbuck.3-6","waterbuck.6-9","waterbuck.birth-3","waterbuck.gest","waterbuck.peri.concpt","zebra.3-6","zebra.6-9","zebra.birth-3","zebra.gest","zebra.peri.concpt","num.transects.3-6","num.transects.6-9","num.transects.birth-3","num.transects.gest","num.transects.peri.concpt","last.updated","sample.id","eartag","name","prev.id","sex","age.class","status","first.seen","den.grad","disappeared","mom","birthdate","number.littermates","litrank","arrived.den","leave.den","fate","mortality.source","death.date","weaned","clan","park","misc.notes"
"68","ttrs",0,0,0,0,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416666666666667,0.178571428571429,1.77083333333333,0.5,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.208333333333333,0,0,0,0,0.104166666666667,0.0892857142857143,0.208333333333333,0,0,618.541666666667,68.9285714285714,0,3.625,86.875,621.875,77.3214285714286,0,6.25,139,0,0.982142857142857,0,0.375,0.25,0,0,0,0,0,NA,0.208333333333333,NA,NA,NA,92.5,2.67857142857143,24.7916666666667,12.625,1.875,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1.04166666666667,0.0892857142857143,1.25,0,0,12.8125,7.14285714285714,9.47916666666667,7.125,10.5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.1458333333333,53.4821428571429,111.354166666667,61.125,83.5,75.7291666666667,42.1428571428571,67.3958333333333,34,41.125,15.4166666666667,11.3392857142857,43.9583333333333,27.125,42.375,831.145833333333,147.767857142857,155.104166666667,94.25,245.375,6.25,5,5.3125,6.25,6.5,4.79166666666667,0.714285714285714,0.9375,0,0,3.33333333333333,8.39285714285714,0,2.625,52.125,12,14,12,10,10,"05-may-12",NA,"","tetris","","f","c","r",NA,NA,NA,"atar","11-jan-10",NA,NA,NA,"","a","",NA,NA,"mara.river","",""
"69","tutu",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14583333333333,0,0.208333333333333,0,2.1875,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.208333333333333,0,0,0,0,0,0,0,0.208333333333333,0,0.104166666666667,0,0.104166666666667,0.104166666666667,0.208333333333333,2.1875,0,70.2083333333333,628.75,0,19.1666666666667,1.125,80,632.083333333333,0,0.833333333333333,1.625,1.14583333333333,0,0,0,0,0,0,0,0,0,0.208333333333333,NA,NA,5.52083333333333,9.75,3.125,76.1458333333333,40.2083333333333,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0.104166666666667,1.04166666666667,0.208333333333333,2.70833333333333,0,6.66666666666667,11.3541666666667,11.4583333333333,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.625,74.875,53.75,84.1666666666667,111.041666666667,39.375,58,40.8333333333333,72.0833333333333,66.5625,21.25,16.875,12.9166666666667,12.0833333333333,44.4791666666667,93.75,90,150.208333333333,815.104166666667,174.166666666667,3.4375,1.625,4.16666666666667,6.25,6.875,0,1,0.833333333333333,3.75,1.97916666666667,16.9791666666667,1.125,9.79166666666667,3.33333333333333,0,12,10,12,12,12,"03-may-12",NA,"","tutu","","","c","r",NA,NA,NA,"oscr","22-jul-10","1",NA,NA,"","a","",NA,NA,"mara.river","",""
"70","ulzi",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14583333333333,0,0.208333333333333,0,1.5625,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.104166666666667,0,0.104166666666667,0,0,0,0,0,0.208333333333333,0,0,0,0.208333333333333,0.104166666666667,0,2.1875,0,68.9583333333333,630,0,17.6041666666667,1.125,80.3125,633.333333333333,0,0.833333333333333,1.625,1.14583333333333,0,0,0,0,0,0,0,0,0,0.15625,NA,NA,6.45833333333333,10,3.22916666666667,70.7291666666667,35.9375,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0.104166666666667,1.04166666666667,0.208333333333333,2.39583333333333,0,6.875,9.375,11.5625,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.9166666666667,83.375,50.2083333333333,75.625,113.333333333333,39.4791666666667,65.75,38.2291666666667,64.4791666666667,78.0208333333333,23.4375,17.625,11.9791666666667,11.1458333333333,35.3125,94.7916666666667,99.375,147.5,798.4375,172.395833333333,3.33333333333333,2.25,4.16666666666667,5.3125,6.77083333333333,0,1,0.833333333333333,2.70833333333333,3.02083333333333,15.4166666666667,1.125,11.3541666666667,3.33333333333333,0,12,10,12,12,12,"05-may-12",NA,"","ulinzi","","","c","r",NA,NA,NA,"koko","02-aug-10","1",NA,NA,"","a","",NA,NA,"mara.river","",""
"71","wan",NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,395.625,NA,266.09375,141.805555555556,NA,431,NA,309.375,157.916666666667,NA,0.25,NA,0.15625,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,9.875,NA,0.625,38.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,8.625,NA,1.5625,4.58333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.25,NA,57.5,107.083333333333,NA,27.25,NA,43.90625,76.9444444444444,NA,30,NA,13.59375,30.1388888888889,NA,515.375,NA,370.625,312.916666666667,NA,6.125,NA,1.40625,4.02777777777778,NA,1.625,NA,0,0.555555555555556,NA,35.375,NA,43.28125,16.1111111111111,NA,10,NA,8,9,NA,NA,"","","","f","c","r",NA,NA,NA,"oscr","11-nov-08",NA,NA,NA,"","a","",NA,NA,"mara.river","",""
"72","wtrl",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341.875,1,1.35416666666667,29.5833333333333,107.1875,352.5,9.875,5.10416666666667,41.3541666666667,146.5625,0.625,0.25,0.208333333333333,1.45833333333333,0,0,0,0,0,0,NA,NA,NA,NA,NA,4.375,2.875,3.33333333333333,8.64583333333333,2.8125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.833333333333333,1.25,0,0,0,2.70833333333333,3.75,7.29166666666667,5.9375,6.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.2083333333333,40.25,67.8125,79.0625,37.1875,25.625,29.5,55,49.6875,27.5,9.58333333333333,10.75,12.8125,29.375,9.6875,397.5,60.5,90.8333333333333,140.9375,200.3125,1.25,1.75,4.16666666666667,4.47916666666667,6.5625,0,0.5,0.416666666666667,0,0.3125,10.625,8.875,3.75,11.7708333333333,39.375,6,10,12,12,4,"18-sep-08",NA,"","waterloo","","u","c","r","13-jul-06",NA,"22-jul-06","com","15-apr-06","1","1",NA,"","k","","22-jul-06",NA,"mara.river","",""
"73","cnbl",0,0,0,0,3.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.357142857142857,0,1.51785714285714,0.5,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.520833333333333,0.178571428571429,0,0,0,0,0.0892857142857143,0.104166666666667,0.178571428571429,0,0,530.178571428571,80.4166666666667,0,3.625,332.083333333333,533.035714285714,85.2083333333333,0,9.25,375.208333333333,0,1.14583333333333,0,0.375,0.208333333333333,0,0,0,0,0,NA,0.3125,NA,NA,NA,83.9285714285714,2.60416666666667,22.2321428571429,11.25,8.02083333333333,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.892857142857143,0,1.07142857142857,0,0,11.7857142857143,7.08333333333333,8.57142857142857,8.125,11.7708333333333,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.1785714285714,56.7708333333333,101.339285714286,58.375,74.8958333333333,77.9464285714286,44.1666666666667,62.5892857142857,31.625,39.2708333333333,17.2321428571429,12.6041666666667,38.75,26.75,35.625,735.714285714286,158.75,140.714285714286,95.125,481.666666666667,6.16071428571429,5.72916666666667,5,7.25,6.66666666666667,4.10714285714286,0,0.803571428571429,0,1.25,2.85714285714286,4.79166666666667,0,5.625,43.125,14,12,14,10,12,"15-aug-18",NA,"","cannon ball","","","c","r",NA,NA,NA,"peeb","27-dec-09",NA,NA,NA,"","a","",NA,NA,"mara.river","",""
"74","lb",0,0,0,0.625,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.982142857142857,1.45833333333333,0.5,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0.0892857142857143,2.1875,0,0,0,0,0.520833333333333,0,0,0,0,0,0,0,0.875,0,4.89583333333333,277,0,1.875,1.78571428571429,11.0416666666667,301.75,0,0.277777777777778,0.803571428571429,1.25,0,0,0,0,0,0,0,0,0,0,0,10.625,10.75,35,3.95833333333333,8.375,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1.60714285714286,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.125,56.875,147.678571428571,78.8541666666667,79.875,81.875,39.125,83.0357142857143,60.5208333333333,37.5,86.25,17.75,64.6428571428571,18.3333333333333,42.375,180,73.375,191.875,101.041666666667,392.5,1.25,3.5,2.76785714285714,1.14583333333333,2,0,0.138888888888889,1.16071428571429,0,0,0,1,1.78571428571429,6.14583333333333,24.75,2,10,14,12,10,"05-may-12",NA,"","little big horn","677, 684","","c","r","30-jan-12",NA,NA,"com","12-dec-11","1",NA,NA,"","a","",NA,NA,"mara.river","","previds are both this hyena's kaycodes"
"75","ambl",0,0,3.125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1.77083333333333,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.520833333333333,0,NA,0,0,0,0,NA,0,0.208333333333333,0,0,NA,3.625,0,332.083333333333,0,NA,9.25,0,375.208333333333,0,NA,0.375,0,0.208333333333333,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,11.25,20.5208333333333,8.02083333333333,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.25,0,0,NA,8.125,9.0625,11.7708333333333,1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.375,98.3333333333333,74.8958333333333,37.5,NA,31.625,57.8125,39.2708333333333,29.375,NA,26.75,40.5208333333333,35.625,8.125,NA,95.125,136.979166666667,481.666666666667,51.25,NA,7.25,4.89583333333333,6.66666666666667,1.25,NA,0,0.9375,1.25,0.625,NA,5.625,0,43.125,0,NA,10,12,12,2,NA,"05-may-10",NA,"","amble","","m","c","r",NA,NA,NA,"diz","15-jun-09","1",NA,NA,"","a","",NA,NA,"mara.river","",""
"76","frm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,172.291666666667,1.66666666666667,0.125,65.2083333333333,NA,181.354166666667,16.4583333333333,0.125,90.1041666666667,NA,0.520833333333333,0.416666666666667,0,1.45833333333333,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,4.375,1.875,7.75,4.27083333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416666666666667,0,0,0,NA,2.1875,1.875,8.875,7.29166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.4791666666667,26.6666666666667,45.125,79.7916666666667,NA,45.625,17.7083333333333,37.25,50,NA,13.8541666666667,8.95833333333333,7.875,29.7916666666667,NA,249.583333333333,48.75,70.75,188.75,NA,1.25,1.45833333333333,5.375,5.72916666666667,NA,0,0,0.5,0.104166666666667,NA,9.0625,14.7916666666667,0,24.8958333333333,NA,12,6,10,12,NA,"20-apr-07",NA,"","foreman","","m","c","r","13-mar-06","11-oct-06","13-dec-06","mre","01-mar-06","1","2",NA,"","u","",NA,NA,"mara.river","",""
"77","jst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0.625,257.5,65.3125,0,NA,4.375,265.46875,84.4791666666667,34.375,NA,0.104166666666667,0.625,1.45833333333333,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,3.125,3.59375,9.16666666666667,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.625,0,0,NA,6.97916666666667,2.5,7.1875,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.2291666666667,48.28125,84.0625,44.375,NA,40.9375,40.3125,52.3958333333333,38.75,NA,12.2916666666667,7.96875,31.6666666666667,5.625,NA,74.6875,322.34375,192.083333333333,93.75,NA,3.95833333333333,1.25,5.72916666666667,5.625,NA,0.416666666666667,0,0,0.625,NA,3.75,7.96875,19.1666666666667,34.375,NA,12,8,12,2,NA,NA,NA,"","joust","","m","c","r","03-jan-06","04-sep-06",NA,"atar","25-dec-05","1","2","04-sep-06","09/04/06 00:00:00","a","",NA,NA,"mara.river","",""
"78","lnx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,172.291666666667,1.66666666666667,0.125,65.2083333333333,NA,181.354166666667,16.4583333333333,0.125,90.1041666666667,NA,0.520833333333333,0.416666666666667,0,1.45833333333333,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,4.375,1.875,7.75,4.27083333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416666666666667,0,0,0,NA,2.1875,1.875,8.875,7.29166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.4791666666667,26.6666666666667,45.125,79.7916666666667,NA,45.625,17.7083333333333,37.25,50,NA,13.8541666666667,8.95833333333333,7.875,29.7916666666667,NA,249.583333333333,48.75,70.75,188.75,NA,1.25,1.45833333333333,5.375,5.72916666666667,NA,0,0,0.5,0.104166666666667,NA,9.0625,14.7916666666667,0,24.8958333333333,NA,12,6,10,12,NA,NA,NA,"","lennox","","f","c","r","13-mar-06","11-oct-06",NA,"mre","01-mar-06","1","1",NA,"","a","",NA,NA,"mara.river","",""
"79","nst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,0,2.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,122.1875,101.875,14.6875,75.9375,NA,129.270833333333,119.166666666667,24.8958333333333,97.96875,NA,0.416666666666667,0.625,0,2.1875,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,3.125,3.54166666666667,9.0625,1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.833333333333333,0,0,NA,5.3125,2.29166666666667,9.375,7.34375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.1458333333333,19.375,60.625,64.0625,NA,58.0208333333333,10.2083333333333,47.6041666666667,30.625,NA,13.125,9.16666666666667,13.0208333333333,33.4375,NA,214.166666666667,146.666666666667,113.333333333333,178.59375,NA,1.97916666666667,0.833333333333333,6.45833333333333,5,NA,0.416666666666667,0,0.416666666666667,0.15625,NA,7.08333333333333,17.2916666666667,10.2083333333333,22.03125,NA,12,6,12,8,NA,"18-sep-08",NA,"","noisette","","m","c","r","12-mar-06","22-sep-06",NA,"chip","02-feb-06",NA,NA,NA,"","a","",NA,NA,"mara.river","",""
"80","ntl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,0,2.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,122.1875,101.875,14.6875,75.9375,NA,129.270833333333,119.166666666667,24.8958333333333,97.96875,NA,0.416666666666667,0.625,0,2.1875,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,3.125,3.54166666666667,9.0625,1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.833333333333333,0,0,NA,5.3125,2.29166666666667,9.375,7.34375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.1458333333333,19.375,60.625,64.0625,NA,58.0208333333333,10.2083333333333,47.6041666666667,30.625,NA,13.125,9.16666666666667,13.0208333333333,33.4375,NA,214.166666666667,146.666666666667,113.333333333333,178.59375,NA,1.97916666666667,0.833333333333333,6.45833333333333,5,NA,0.416666666666667,0,0.416666666666667,0.15625,NA,7.08333333333333,17.2916666666667,10.2083333333333,22.03125,NA,12,6,12,8,NA,"18-sep-08",NA,"","nutella","","m","c","r","12-mar-06","16-nov-06",NA,"chip","02-feb-06",NA,NA,NA,"","a","",NA,NA,"mara.river","",""
"81","pin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0.625,257.5,65.3125,0,NA,4.375,265.46875,84.4791666666667,34.375,NA,0.104166666666667,0.625,1.45833333333333,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,3.125,3.59375,9.16666666666667,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.625,0,0,NA,6.97916666666667,2.5,7.1875,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.2291666666667,48.28125,84.0625,44.375,NA,40.9375,40.3125,52.3958333333333,38.75,NA,12.2916666666667,7.96875,31.6666666666667,5.625,NA,74.6875,322.34375,192.083333333333,93.75,NA,3.95833333333333,1.25,5.72916666666667,5.625,NA,0.416666666666667,0,0,0.625,NA,3.75,7.96875,19.1666666666667,34.375,NA,12,8,12,2,NA,"18-sep-08",NA,"","pinball","","m","c","r","03-jan-06",NA,"08-jul-06","atar","25-dec-05","1","1",NA,"","u","","08-jul-06",NA,"mara.river","",""
"82","run",0,0,3.125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1.77083333333333,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.520833333333333,0,NA,0,0,0,0,NA,0,0.208333333333333,0,0,NA,3.625,0,332.083333333333,0,NA,9.25,0,375.208333333333,0,NA,0.375,0,0.208333333333333,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,11.25,20.5208333333333,8.02083333333333,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.25,0,0,NA,8.125,9.0625,11.7708333333333,1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.375,98.3333333333333,74.8958333333333,37.5,NA,31.625,57.8125,39.2708333333333,29.375,NA,26.75,40.5208333333333,35.625,8.125,NA,95.125,136.979166666667,481.666666666667,51.25,NA,7.25,4.89583333333333,6.66666666666667,1.25,NA,0,0.9375,1.25,0.625,NA,5.625,0,43.125,0,NA,10,12,12,2,NA,"05-may-12",NA,"","running","","f","c","r",NA,NA,NA,"diz","15-jun-09","1",NA,NA,"","a","",NA,NA,"mara.river","",""
"83","aran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0.104166666666667,146.75,78.25,NA,NA,0.104166666666667,155.25,108.125,NA,NA,0,0.5,1.75,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,6.77083333333333,4.75,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,7.91666666666667,2,8.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.7916666666667,70.125,75.125,NA,NA,45.2083333333333,54.625,43,NA,NA,9.58333333333333,15.5,32.125,NA,NA,77.5,234.125,204.25,NA,NA,5,1.5,6.25,NA,NA,0.416666666666667,0,0.125,NA,NA,0,8.5,29.875,NA,NA,12,10,10,NA,NA,NA,NA,"","arran","","u","c","r","23-nov-05",NA,"24-mar-06","eco","16-nov-05","1","2",NA,"","a","","24-mar-06",NA,"mara.river","",""
"84","barn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0.125,172.291666666667,65.2083333333333,NA,NA,0.125,181.354166666667,90.1041666666667,NA,NA,0,0.520833333333333,1.45833333333333,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,7.75,4.375,4.27083333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.416666666666667,0,NA,NA,8.875,2.1875,7.29166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.125,59.4791666666667,79.7916666666667,NA,NA,37.25,45.625,50,NA,NA,7.875,13.8541666666667,29.7916666666667,NA,NA,70.75,249.583333333333,188.75,NA,NA,5.375,1.25,5.72916666666667,NA,NA,0.5,0,0.104166666666667,NA,NA,0,9.0625,24.8958333333333,NA,NA,10,12,12,NA,NA,"18-sep-08",NA,"","barney","","m","c","r","15-dec-05","22-sep-06","11-dec-06","dsn","01-dec-05","1","2","22-sep-06","09/22/06 00:00:00","k","darting complications","10-dec-06",NA,"mara.river","",""
